customer_id,gender,senior_citizen,partner,dependents,tenure_months,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,monthly_charges,total_charges,churn
CUST-730180,Female,1,Yes,No,11.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,44.69,475.67,No
CUST-797195,Male,0,Yes,No,59.0,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,20.82,1221.98,No
CUST-488434,Female,0,No,No,12.0,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,87.26,1046.46,Yes
CUST-683385,Male,0,No,Yes,72.0,No,No phone service,Fiber optic,Yes,No,No,Yes,No,Yes,Two year,No,Bank transfer (auto),111.25,8005.79,No
CUST-611418,Female,0,Yes,Yes,2.0,No,No phone service,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,97.19,181.57,Yes
CUST-309037,Male,0,No,No,29.0,Yes,No,DSL,Yes,No,No,No,Yes,Yes,One year,Yes,Electronic check,95.91,2770.65,Yes
CUST-917949,Female,0,No,No,38.0,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,94.22,3574.24,No
CUST-712862,Male,1,Yes,No,40.0,Yes,No,DSL,No,Yes,No,No,No,No,Two year,Yes,Credit card (auto),68.72,2769.54,No
CUST-330151,Female,0,No,No,29.0,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,69.32,2020.37,No
CUST-927721,Female,1,Yes,No,6.0,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,118.75,713.19,No
CUST-116986,Female,0,No,Yes,61.0,Yes,No,DSL,No,No,Yes,No,No,Yes,Two year,No,Credit card (auto),65.61,4001.36,No
CUST-776314,Female,0,No,No,19.0,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (auto),118.75,2268.16,Yes
CUST-471309,Male,0,Yes,No,9.0,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (auto),107.83,970.88,No
CUST-697763,Male,0,Yes,Yes,3.0,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,97.36,292.18,Yes
CUST-727824,Male,1,No,Yes,64.0,Yes,No,Fiber optic,No,No,No,Yes,No,No,Two year,No,Mailed check,109.72,7010.6,No
CUST-534893,Male,1,Yes,No,17.0,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,One year,No,Mailed check,100.18,1714.54,Yes
CUST-793628,Female,1,No,No,30.0,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,118.75,3557.42,No
CUST-862653,Female,1,No,No,6.0,Yes,No,DSL,No,No,No,No,No,Yes,Two year,No,Electronic check,70.36,413.85,No
CUST-766853,Female,0,Yes,Yes,61.0,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Bank transfer (auto),107.12,6534.25,No
CUST-200686,Female,0,No,Yes,42.0,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,118.75,5004.39,Yes
CUST-883394,Female,1,No,Yes,72.0,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Credit card (auto),118.75,8552.19,No
CUST-786297,Female,0,Yes,No,29.0,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Mailed check,95.47,2758.79,No
CUST-812686,Male,0,No,No,37.0,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,20.04,738.74,No
CUST-105045,Male,0,No,No,9.0,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,101.6,922.24,Yes
CUST-549103,Female,0,No,No,27.0,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Two year,Yes,Mailed check,118.75,3213.49,No
CUST-448164,Female,0,Yes,Yes,9.0,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Credit card (auto),118.75,1065.02,No
CUST-595350,Male,0,Yes,Yes,11.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (auto),57.06,609.8,No
CUST-652063,Female,0,No,No,11.0,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,96.83,1066.45,No
CUST-155157,Female,0,No,No,39.0,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Mailed check,118.75,4636.14,No
CUST-830055,Male,0,Yes,No,26.0,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,114.43,2978.06,No
CUST-287671,Male,0,No,No,16.0,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,101.23,1634.5,No
CUST-838559,Female,0,No,No,31.0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (auto),118.75,3698.21,Yes
CUST-602041,Female,0,Yes,Yes,46.0,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,No,Credit card (auto),105.78,4881.34,No
CUST-307040,Male,0,No,No,22.0,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (auto),118.75,2604.82,No
CUST-492465,Female,0,No,No,3.0,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,117.71,356.2,Yes
CUST-787527,Male,0,No,No,72.0,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Two year,No,Bank transfer (auto),110.24,7930.82,No
CUST-713715,Female,0,No,No,10.0,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,One year,Yes,Credit card (auto),68.02,678.19,No
CUST-316454,Male,0,No,No,3.0,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (auto),109.63,333.97,Yes
CUST-399673,Female,0,No,No,26.0,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,118.75,3077.91,No
CUST-237371,Male,0,No,No,40.0,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,One year,Yes,Bank transfer (auto),111.12,4446.92,No
CUST-428238,Male,0,Yes,No,10.0,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,118.75,1174.85,Yes
CUST-447045,Female,0,Yes,No,5.0,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,111.18,557.06,Yes
CUST-793161,Male,0,No,No,3.0,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,103.78,305.95,No
CUST-990479,Male,0,No,No,40.0,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,No,Credit card (auto),118.26,4725.72,No
CUST-212693,Male,0,Yes,No,35.0,Yes,No,DSL,No,No,Yes,No,No,No,One year,Yes,Mailed check,86.86,3039.85,No
CUST-312945,Female,0,Yes,Yes,37.0,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,87.09,3225.22,No
CUST-376337,Female,0,Yes,Yes,12.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (auto),37.75,443.22,No
CUST-121324,Female,0,No,No,2.0,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,118.75,240.74,Yes
CUST-831617,Male,0,No,No,48.0,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check,104.54,5016.29,No
CUST-268749,Male,0,No,No,34.0,Yes,No,DSL,Yes,No,No,No,No,No,One year,Yes,Electronic check,65.64,2224.84,No
CUST-571802,Male,0,Yes,Yes,3.0,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (auto),107.71,326.4,No
CUST-159944,Female,0,No,No,8.0,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,Yes,Mailed check,85.73,694.88,No
CUST-548579,Female,0,Yes,No,1.0,No,No phone service,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (auto),68.99,89.35,Yes
CUST-236484,Female,0,Yes,No,3.0,No,No phone service,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,62.83,175.57,Yes
CUST-904676,Female,0,Yes,Yes,21.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (auto),53.79,1141.72,No
CUST-193578,Male,0,No,No,30.0,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,No,Mailed check,117.25,3512.85,No
CUST-635562,Female,0,No,No,45.0,Yes,Yes,DSL,No,Yes,No,No,Yes,No,One year,No,Mailed check,97.45,4388.43,No
CUST-117016,Male,0,Yes,Yes,36.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,54.52,1950.69,No
CUST-713090,Male,1,Yes,No,12.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (auto),44.64,540.85,No
CUST-370472,Male,0,No,No,29.0,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Two year,No,Bank transfer (auto),100.63,2910.79,No
CUST-994043,Male,0,Yes,Yes,21.0,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,84.49,1774.38,No
CUST-437899,Male,1,No,No,35.0,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,86.54,3021.54,Yes
CUST-350946,Male,0,Yes,Yes,72.0,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Credit card (auto),118.75,8543.44,No
CUST-619537,Male,0,Yes,No,40.0,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Two year,No,Bank transfer (auto),118.75,4742.34,No
CUST-449952,Female,0,Yes,No,1.0,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,110.42,128.96,No
CUST-758249,Male,0,No,No,16.0,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,118.75,1890.94,Yes
CUST-877236,Male,0,Yes,No,44.0,Yes,No,DSL,No,Yes,No,No,No,Yes,One year,Yes,Credit card (auto),,3555.21,No
CUST-669589,Female,0,Yes,Yes,59.0,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,80.16,4726.4,No
CUST-476719,Female,0,No,No,52.0,No,No phone service,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Electronic check,88.41,4590.28,No
CUST-929118,Female,0,Yes,Yes,54.0,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,118.75,6415.34,No
CUST-265610,Male,0,No,No,34.0,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,One year,No,Mailed check,117.91,4018.44,No
CUST-358805,Female,0,Yes,Yes,35.0,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (auto),103.21,3602.85,No
CUST-249131,Male,0,No,No,37.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (auto),54.05,2022.51,No
CUST-933488,Male,0,Yes,Yes,57.0,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Two year,No,Mailed check,109.76,6274.23,No
CUST-608595,Female,0,No,No,31.0,Yes,Yes,DSL,No,No,No,No,No,Yes,One year,No,Credit card (auto),87.01,2697.02,No
CUST-961563,Female,0,No,No,9.0,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,118.75,1073.48,No
CUST-343355,Female,0,No,Yes,30.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,104.33,3133.3,No
CUST-360955,Female,0,No,Yes,5.0,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,103.9,520.15,Yes
CUST-838247,Female,0,Yes,Yes,3.0,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,102.43,314.57,Yes
CUST-497930,Male,0,Yes,No,31.0,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,118.75,3674.44,No
CUST-387443,Male,1,No,No,20.0,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,118.75,2387.58,Yes
CUST-613456,Male,0,No,No,11.0,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,101.19,1109.69,Yes
CUST-663327,Male,0,No,Yes,28.0,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Two year,No,Mailed check,113.53,3184.68,Yes
CUST-438286,Female,0,No,No,21.0,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,106.64,2238.45,Yes
CUST-937667,Male,0,No,No,1.0,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.11,18.8,No
CUST-833184,Female,0,No,No,60.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,39.8,2376.69,No
CUST-148964,Female,0,No,No,4.0,No,No phone service,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,69.93,276.84,Yes
CUST-995507,Female,1,No,No,18.0,Yes,Yes,DSL,No,No,No,Yes,No,Yes,One year,Yes,Mailed check,110.21,1981.66,No
CUST-507034,Male,0,Yes,No,61.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (auto),49.24,3014.52,No
CUST-980561,Male,1,No,No,32.0,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,118.75,3794.13,No
CUST-740293,Female,1,No,No,9.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (auto),107.32,976.18,No
CUST-592506,Female,0,Yes,No,4.0,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (auto),84.31,323.12,No
CUST-419933,Female,1,No,No,36.0,Yes,No,DSL,No,No,Yes,Yes,No,No,One year,Yes,Electronic check,86.53,3109.13,No
CUST-342535,Female,0,No,No,16.0,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,75.52,1218.05,Yes
CUST-746979,Female,0,Yes,No,45.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (auto),45.43,2050.5,No
CUST-848596,Male,0,No,Yes,35.0,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,No,Credit card (auto),118.75,4157.36,No
CUST-689160,Female,0,Yes,No,36.0,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Bank transfer (auto),118.75,4259.86,No
CUST-847291,Male,0,Yes,Yes,53.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,36.95,1966.11,No
CUST-398416,Female,1,No,No,3.0,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,118.75,350.63,No
CUST-469099,Female,0,No,No,41.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,46.27,1901.98,No
CUST-480443,Female,0,No,Yes,23.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,50.13,1149.57,No
CUST-713271,Male,0,Yes,No,28.0,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,No,Electronic check,89.53,2503.94,No
CUST-615244,Male,0,No,No,18.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (auto),39.17,700.44,No
CUST-910575,Female,0,Yes,Yes,25.0,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,106.5,2681.41,Yes
CUST-209847,Male,0,No,No,49.0,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Two year,Yes,Credit card (auto),118.75,5813.37,No
CUST-106929,Male,1,Yes,Yes,42.0,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,One year,No,Electronic check,118.75,4976.44,Yes
CUST-366785,Male,0,No,No,19.0,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Two year,No,Mailed check,97.57,1858.6,No
CUST-144347,Male,0,Yes,No,44.0,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (auto),24.27,1048.4,No
CUST-431251,Male,0,Yes,Yes,1.0,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Credit card (auto),105.52,96.53,No
CUST-756079,Female,0,Yes,Yes,66.0,Yes,No,DSL,No,No,Yes,No,No,No,Two year,No,Electronic check,79.18,5240.07,No
CUST-885382,Male,1,No,No,60.0,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,118.75,7122.64,Yes
CUST-724407,Male,0,No,No,23.0,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (auto),118.75,2726.65,Yes
CUST-438439,Male,0,No,No,8.0,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,87.73,722.2,No
CUST-374815,Male,0,Yes,Yes,3.0,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Bank transfer (auto),99.01,297.39,No
CUST-118203,Male,1,Yes,Yes,40.0,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,118.75,4742.7,No
CUST-985258,Female,0,No,No,,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer (auto),104.68,7542.83,No
CUST-139941,Male,0,Yes,Yes,35.0,No,No phone service,Fiber optic,Yes,Yes,No,Yes,No,No,One year,Yes,Electronic check,118.2,4133.13,No
CUST-632073,Male,0,No,Yes,64.0,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Two year,Yes,Mailed check,118.75,7599.33,No
CUST-985176,Male,0,Yes,No,40.0,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,No,Bank transfer (auto),118.75,4748.49,No
CUST-402973,Male,0,No,Yes,72.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,37.99,2717.66,No
CUST-303927,Male,0,No,No,52.0,Yes,Yes,DSL,No,Yes,No,No,No,No,Two year,Yes,Mailed check,78.18,4072.02,No
CUST-240295,Male,0,Yes,No,47.0,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Electronic check,104.75,4944.79,Yes
CUST-949023,Female,1,Yes,No,70.0,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,Yes,Mailed check,118.75,8291.34,No
CUST-456341,Male,0,No,Yes,8.0,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (auto),72.07,590.1,No
CUST-318342,Female,1,Yes,No,22.0,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,One year,Yes,Mailed check,101.2,2224.39,No
CUST-770725,Male,0,No,No,66.0,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (auto),22.92,1505.67,No
CUST-788652,Male,0,No,No,20.0,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,89.11,1785.37,No
CUST-251149,Male,0,Yes,No,23.0,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,118.75,2737.98,Yes
CUST-761077,Female,0,No,Yes,11.0,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Bank transfer (auto),67.22,741.29,No
CUST-777757,Female,0,Yes,No,20.0,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,106.25,2116.82,No
CUST-839876,Male,0,No,No,30.0,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,118.75,3559.41,No
CUST-930710,Male,0,Yes,No,54.0,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,No,Mailed check,118.75,6413.43,No
CUST-571350,Male,0,No,No,1.0,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,118.75,122.21,No
CUST-158243,Male,0,Yes,No,26.0,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,66.09,1729.2,No
CUST-201147,Female,1,Yes,No,43.0,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (auto),118.75,5091.07,No
CUST-175798,Male,0,Yes,Yes,48.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,40.15,1929.13,No
CUST-212778,Male,0,Yes,Yes,50.0,No,No phone service,Fiber optic,No,No,No,No,Yes,Yes,Two year,No,Electronic check,90.74,4535.75,No
CUST-669096,Female,0,No,Yes,27.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (auto),54.33,1467.01,No
CUST-413132,Male,0,Yes,No,30.0,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (auto),93.17,2804.22,No
CUST-799736,Male,0,Yes,No,8.0,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (auto),118.75,942.73,No
CUST-259595,Female,0,Yes,No,3.0,No,No phone service,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,80.77,234.39,Yes
CUST-988953,Male,0,Yes,Yes,32.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,37.34,1182.33,No
CUST-399388,Male,0,Yes,No,13.0,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,101.37,1318.71,No
CUST-577593,Male,0,Yes,No,4.0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (auto),60.56,232.99,No
CUST-686385,Female,0,No,Yes,66.0,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Two year,No,Electronic check,107.51,7086.73,No
CUST-448647,Male,1,No,No,49.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,51.7,2535.94,No
CUST-511546,Male,0,No,Yes,31.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (auto),41.49,1281.36,Yes
CUST-105850,Male,0,Yes,Yes,50.0,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,19.43,966.74,No
CUST-733202,Male,0,No,No,28.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,No,Electronic check,118.75,3329.67,No
CUST-121380,Female,0,No,Yes,27.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Mailed check,118.75,3198.76,No
CUST-868479,Male,0,No,Yes,18.0,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,86.18,1555.27,No
CUST-290566,Female,0,Yes,Yes,8.0,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,108.36,877.88,No
CUST-832864,Female,0,Yes,Yes,13.0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,65.23,841.69,No
CUST-143959,Female,0,Yes,No,9.0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,118.75,1078.59,No
CUST-608066,Male,0,Yes,No,7.0,No,No phone service,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,79.12,543.54,Yes
CUST-517676,Female,1,No,No,18.0,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,85.28,1554.75,No
CUST-368521,Female,0,Yes,No,4.0,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,78.1,316.96,No
CUST-443804,Male,0,Yes,Yes,7.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (auto),49.05,337.96,No
CUST-361629,Female,0,Yes,No,10.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,118.75,1197.86,Yes
CUST-514146,Female,0,Yes,No,13.0,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Credit card (auto),69.94,900.08,Yes
CUST-602401,Male,0,Yes,Yes,7.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,43.78,290.28,No
CUST-987221,Female,1,Yes,No,18.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (auto),41.85,743.2,Yes
CUST-511398,Male,0,No,Yes,21.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,118.75,2480.24,Yes
CUST-175371,Female,0,Yes,Yes,45.0,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,Yes,Electronic check,118.75,5329.61,No
CUST-817483,Female,0,No,No,4.0,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,88.0,359.09,Yes
CUST-198562,Male,0,No,No,42.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (auto),42.7,1800.3,No
CUST-610105,Female,0,No,Yes,7.0,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,90.22,625.09,No
CUST-317544,Male,1,No,No,7.0,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (auto),82.28,590.42,No
CUST-380446,Female,0,Yes,No,1.0,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (auto),74.64,62.6,No
CUST-216888,Female,0,No,No,12.0,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Credit card (auto),94.94,1151.07,No
CUST-517706,Male,0,No,No,29.0,Yes,Yes,DSL,No,No,No,No,No,No,Two year,Yes,Electronic check,81.92,2366.29,No
CUST-542743,Male,0,No,No,49.0,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Two year,No,Electronic check,114.53,5614.29,No
CUST-441078,Male,0,Yes,Yes,1.0,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,89.34,84.67,Yes
CUST-622684,Male,0,No,No,39.0,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,93.02,3626.53,No
CUST-681787,Male,0,Yes,No,29.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,39.76,1154.67,No
CUST-417883,Male,0,No,No,42.0,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,100.65,4221.98,No
